class_number,cluster_rep_sequence_accession,family_label_ncbi_2021,families_in_class_2021,family_label_ncbi_2023,sequences_per_class,sequences_percent,max_length,mean_length,std_length,kmers_per_class,kmers_percent,protein_description,protein_function_class,host,molecule_type,genus
374,YP_010088065.1,Fimoviridae,Fimoviridae,Fimoviridae,181,0.017611338198992556,2340.0,1724.64,931.58,13267,0.069,RNA-dependent RNA polymerase,Replication-Transcription,Rosa sp.,ssRNA(-),Emaravirus
375,YP_008603282.1,Retroviridae,Retroviridae,Retroviridae,181,0.017611338198992556,699.0,363.94,96.91,750,0.004,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT,Betaretrovirus
376,YP_009121900.1,Baculoviridae,Baculoviridae,Baculoviridae,181,0.017611338198992556,543.0,441.06,138.69,1584,0.008,lef-9 - late expression factor 9,Regulation-Control,Lymantria dispar,dsDNA,Alphabaculovirus
377,BCT22673.1,Poxviridae,Poxviridae,Poxviridae,180,0.017514037987948396,1176.0,1081.69,251.22,7259,0.038,DNA-dependent RNA polymerase subunit rpo132,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
378,QHW17751.1,Poxviridae,Poxviridae,Poxviridae,180,0.017514037987948396,835.0,499.76,75.29,1908,0.01,DNA helicase,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
379,YP_249764.1,Reoviridae,Reoviridae,Spinareoviridae,179,0.017416737776904237,594.0,571.37,86.02,2551,0.013,P8,Hypothetical,Zea mays,dsRNA,Fijivirus
380,QED21575.1,Asfarviridae,Asfarviridae,Asfarviridae,179,0.017416737776904237,548.0,473.44,104.38,1739,0.009,hypothetical protein,Other-Functions,Sus scrofa,dsDNA,Asfivirus
381,2VAK_A,Reoviridae,Reoviridae,Spinareoviridae,179,0.017416737776904237,421.0,370.16,94.48,873,0.005,sigma A protein,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus
382,QRE02508.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,178,0.01731943756586008,1419.0,1263.69,346.12,8966,0.047,BcLF1,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
383,AMB65898.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,178,0.01731943756586008,1205.0,742.49,78.07,4008,0.021,UL8,Replication-Transcription,Homo sapiens,dsDNA,Simplexvirus
384,YP_006589925.2,Solemoviridae,Solemoviridae,Solemoviridae,177,0.01722213735481592,1001.0,568.84,275.9,2681,0.014,RNA-dependent RNA polymerase,Polyprotein,Carica papaya,ssRNA(+),Sobemovirus
385,QHR82581.1,Poxviridae,Poxviridae,Poxviridae,177,0.01722213735481592,696.0,614.51,153.79,3025,0.016,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Orthopoxvirus
386,YP_009551997.1,Closteroviridae,Closteroviridae,Closteroviridae,177,0.01722213735481592,554.0,494.35,110.2,1853,0.01,p61,Stress-Response,Vitis vinifera,ssRNA(+),Closterovirus
387,CAZ67989.1,Adenoviridae,Adenoviridae,Adenoviridae,177,0.01722213735481592,464.0,382.98,41.25,840,0.004,encapsidation protein- 52K,Structural-Envelope,Homo sapiens,dsDNA,Mastadenovirus
388,QBJ02180.1,Reoviridae,Reoviridae,Sedoreoviridae,177,0.01722213735481592,404.0,383.06,43.52,843,0.004,NSP1,Non-structural,Sus scrofa,dsRNA,Rotavirus
389,QBH84453.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,176,0.017124837143771766,744.0,683.86,131.09,3507,0.018,UL46,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
390,YP_009508520.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,176,0.017124837143771766,574.0,511.89,117.43,2079,0.011,fusion protein,Structural-Envelope,Anas platyrhynchos,ssRNA(-),Paraavulavirus
391,YP_009112799.1,Poxviridae,Poxviridae,Poxviridae,175,0.017027536932727606,807.0,749.9,150.26,4034,0.021,CPXV113 protein,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
392,YP_009094442.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,175,0.017027536932727606,526.0,489.34,94.55,1827,0.01,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Respirovirus
393,AOS89842.1,Closteroviridae,Closteroviridae,Closteroviridae,174,0.01693023672168345,2775.0,1231.91,908.47,8271,0.043,RNA-dependent RNA polymerase,Replication-Transcription,Vitis vinifera,ssRNA(+),Ampelovirus
394,AQY17018.1,Poxviridae,Poxviridae,Poxviridae,173,0.01683293651063929,955.0,809.65,161.28,4634,0.024,mRNA capping enzyme large subunit,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
395,APQ41671.1,Astroviridae,Astroviridae,Astroviridae,172,0.016735636299595135,822.0,442.2,263.74,1621,0.008,capsid protein,Other-Functions,Homo sapiens,ssRNA(+),Mamastrovirus
396,YP_009362118.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,171,0.016638336088550976,451.0,385.97,101.73,1026,0.005,nucleoprotein,Structural-Envelope,Bos taurus,ssRNA(-),Vesiculovirus
397,YP_008877635.1,Secoviridae,Secoviridae,Secoviridae,169,0.01644373566646266,1096.0,637.51,386.62,3292,0.017,polyprotein,Polyprotein,Capsicum annuum,ssRNA(+),Fabavirus
398,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,304,0.029579264157423957,825.0,602.13,220.26,5015,0.026,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus
399,AWW13559.1,Coronaviridae,Coronaviridae,Coronaviridae,168,0.0163464354554185,1366.0,1078.48,406.91,6713,0.035,spike glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
400,QOI58523.1,Solemoviridae,Solemoviridae-Luteoviridae,Solemoviridae,168,0.0163464354554185,678.0,387.64,198.98,1161,0.006,putative aphid transmission factor,Other-Functions,Saccharum sp.,ssRNA(+),Polerovirus
401,QAU10393.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,167,0.016249135244374345,860.0,467.96,218.99,1622,0.008,RL2_2,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
402,GBG35356.1,Poxviridae,Poxviridae-Baculoviridae-Nimaviridae-Caulimoviridae,Poxviridae,167,0.016249135244374345,806.0,546.77,71.12,2169,0.011,DNA ligase,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
403,QOE76820.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,166,0.016151835033330186,715.0,665.93,149.12,3244,0.017,polymerase 3,Replication-Transcription,Bos taurus,ssRNA(-),Gammainfluenzavirus
404,AWW12516.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,165,0.01605453482228603,491.0,298.8,125.46,535,0.003,envelope glycoprotein I,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
405,ARQ83868.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,164,0.015957234611241874,2345.0,1766.62,915.59,12273,0.064,polyprotein,Polyprotein,Prunus,ssRNA(+),Capillovirus
406,AOW42758.1,Baculoviridae,Baculoviridae,Baculoviridae,164,0.015957234611241874,587.0,393.93,49.11,874,0.005,p47,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
407,QVY47431.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,163,0.015859934400197714,1142.0,516.53,364.5,2227,0.012,RNA-dependent RNA polymerase,Structural-Envelope,Capsicum annuum,ssRNA(+),Polerovirus
408,ANW09681.1,Baculoviridae,Baculoviridae-Nudiviridae,Baculoviridae,163,0.015859934400197714,637.0,551.27,79.03,2176,0.011,chitinase,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
409,AYM45057.1,Togaviridae,Togaviridae,Togaviridae,162,0.01576263418915356,2535.0,2183.01,789.55,15433,0.081,nonstructural polyprotein,Non-structural,Cricetulus griseus,ssRNA(+),Alphavirus
410,AMB66229.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,162,0.01576263418915356,951.0,407.89,126.88,975,0.005,transactivating tegument protein VP16,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
411,AAR01970.1,Mitoviridae,Mitoviridae,Mitoviridae,162,0.01576263418915356,744.0,331.07,249.7,1013,0.005,RNA-dependent RNA polymerase,Replication-Transcription,Hymenoscyphus fraxineus,ssRNA(+),Unuamitovirus
412,YP_009227279.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,160,0.01556803376706524,710.0,677.67,58.62,3083,0.016,UL47,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
413,YP_009272568.1,Caliciviridae,Caliciviridae,Caliciviridae,159,0.015470733556021082,2226.0,536.19,534.18,2436,0.013,RNA-dependent RNA polymerase,Polyprotein,Bos taurus,ssRNA(+),Nebovirus
414,NP_957860.1,Poxviridae,Poxviridae,Poxviridae,159,0.015470733556021082,841.0,694.3,102.0,3241,0.017,CPXV139 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
415,YP_009255267.1,Baculoviridae,Baculoviridae,Baculoviridae,159,0.015470733556021082,385.0,358.25,35.07,552,0.003,ODV-E56,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
416,YP_003717771.1,Reoviridae,Reoviridae,Spinareoviridae,156,0.01517883292288861,1297.0,1135.87,347.18,6815,0.036,core shell protein,Structural-Envelope,Salmo salar,dsRNA,Orthoreovirus
417,YP_009054933.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,156,0.01517883292288861,1221.0,736.76,485.02,3870,0.02,DNA polymerase,Replication-Transcription,Equus caballus,dsDNA,Varicellovirus
418,AQR59059.1,Parvoviridae,Parvoviridae,Parvoviridae,156,0.01517883292288861,695.0,412.66,250.07,1424,0.007,nonstructural protein,Non-structural,Gallus gallus,ssDNA(+/-),Aveparvovirus
419,QRE02555.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,155,0.015081532711844453,1386.0,632.78,528.54,3042,0.016,ORF75,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
420,CBY88601.1,Retroviridae,Retroviridae,Retroviridae,155,0.015081532711844453,929.0,272.86,237.05,597,0.003,extra-membrane envelope protein,Structural-Envelope,Simiiformes,ssRNA-RT,Lentivirus
421,QHG62585.1,Poxviridae,Poxviridae,Poxviridae,155,0.015081532711844453,661.0,623.06,71.51,2577,0.013,EEV maturation protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
422,YP_009666679.1,Baculoviridae,Baculoviridae,Baculoviridae,155,0.015081532711844453,646.0,514.84,53.94,1755,0.009,per os infectivity factor 1,Other-Functions,Anticarsia gemmatalis,dsDNA,Alphabaculovirus
423,YP_717920.1,Tospoviridae,Tospoviridae-Peribunyaviridae-Phenuiviridae,Tospoviridae,155,0.015081532711844453,469.0,439.93,30.63,1133,0.006,nonstructural protein,Non-structural,Solanum lycopersicum,ssRNA(+/-),Orthotospovirus
424,NP_733922.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,154,0.014984232500800295,1321.0,1306.92,102.24,7780,0.041,BNRF1 tegument protein,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
425,YP_009553669.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,153,0.014886932289756138,2129.0,642.21,270.06,2762,0.014,reverse transcriptase,Replication-Transcription,Brassica oleracea var. botrytis,dsDNA-RT,Caulimovirus
426,CAN89114.1,Reoviridae,Reoviridae,Sedoreoviridae,152,0.014789632078711978,987.0,774.98,332.23,3848,0.02,VP2 protein,Structural-Envelope,Bos taurus,dsRNA,Orbivirus
427,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,152,0.014789632078711978,837.0,575.39,247.41,2343,0.012,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus
428,APG38313.1,Partitiviridae,Partitiviridae,Partitiviridae,152,0.014789632078711978,469.0,364.07,81.91,705,0.004,coat protein,Structural-Envelope,Pseudogymnoascus destructans,dsRNA,Gammapartitivirus
429,YP_009408570.1,Poxviridae,Poxviridae,Poxviridae,151,0.01469233186766782,815.0,677.44,180.09,3044,0.016,CPXV011 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
430,AHM96206.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,151,0.01469233186766782,635.0,592.17,67.3,2325,0.012,deoxyribonuclease,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
431,YP_010085169.1,Poxviridae,Poxviridae,Poxviridae,151,0.01469233186766782,571.0,551.93,71.39,2035,0.011,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
432,QGA30603.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,150,0.014595031656623663,2011.0,1932.03,284.5,12376,0.065,RNA-dependent RNA polymerase,Replication-Transcription,Oncorhynchus mykiss,ssRNA(-),Novirhabdovirus
433,YP_249763.1,Reoviridae,Reoviridae,Spinareoviridae,149,0.014497731445579505,1002.0,929.64,67.3,4716,0.025,P5-1,Other-Functions,Zea mays,dsRNA,Fijivirus
434,YP_908760.1,Virgaviridae,Virgaviridae,Virgaviridae,148,0.014400431234535348,1672.0,1436.17,470.99,8553,0.045,186K protein,Replication-Transcription,Nicotiana benthamiana,ssRNA(+),Tobamovirus
435,YP_009246467.1,Reoviridae,Reoviridae,Spinareoviridae,148,0.014400431234535348,761.0,716.01,76.85,3148,0.016,muA,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus
436,NP_620651.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,148,0.014400431234535348,380.0,356.01,32.38,540,0.003,TGB3,Hypothetical,Allium sativum,ssRNA(+),Allexivirus
437,BBM13211.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,147,0.01430313102349119,1264.0,797.57,170.62,3798,0.02,ribonucleotide reductase subunit 1,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
438,AFR56081.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,147,0.01430313102349119,560.0,523.36,32.78,1712,0.009,protein UL95,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
439,QPZ44655.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,147,0.01430313102349119,491.0,444.26,79.28,1152,0.006,envelope glycoprotein UL37,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
440,QYA72502.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,146,0.014205830812447032,1860.0,1741.56,429.76,10602,0.055,viral replicase,Replication-Transcription,Glycine max,ssRNA(+),Carlavirus
441,QBH77738.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,146,0.014205830812447032,1429.0,713.51,387.65,3044,0.016,RS1_2,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
442,SNB53750.1,Poxviridae,Poxviridae,Poxviridae,146,0.014205830812447032,674.0,434.47,248.82,1545,0.008,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
443,QJB18543.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,146,0.014205830812447032,600.0,543.08,84.49,1883,0.01,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Respirovirus
444,NP_612746.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,146,0.014205830812447032,505.0,429.31,141.94,1230,0.006,regulatory protein IE1,Regulation-Control,Homo sapiens,dsDNA,Cytomegalovirus
445,NP_041091.1,Hypoviridae,Hypoviridae,Hypoviridae,145,0.014108530601402875,3165.0,539.53,864.58,2190,0.011,OrfB,Hypothetical,Cryphonectria parasitica,ssRNA(+),Alphahypovirus
446,AHJ83120.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,144,0.014011230390358715,672.0,599.08,91.49,2241,0.012,DNA packaging protein UL32,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
447,S32991,Herpesviridae,Herpesviridae,Orthoherpesviridae,144,0.014011230390358715,657.0,585.89,51.07,2149,0.011,BFRF2,Hypothetical,Homo sapiens,dsDNA,Lymphocryptovirus
448,AEV92974.1,Adenoviridae,Adenoviridae,Adenoviridae,144,0.014011230390358715,445.0,361.06,98.52,691,0.004,CR1-beta,Other-Functions,Homo sapiens,dsDNA,Mastadenovirus
449,ARB50244.1,Poxviridae,Poxviridae,Poxviridae,143,0.013913930179314558,1040.0,454.55,225.04,1437,0.008,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
450,YP_003517878.1,Baculoviridae,Baculoviridae,Baculoviridae,143,0.013913930179314558,509.0,336.06,112.49,590,0.003,pif-2,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
451,QYC92672.1,Baculoviridae,Baculoviridae,Baculoviridae,143,0.013913930179314558,466.0,386.47,34.31,691,0.004,hypothetical protein,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
452,AII79810.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,142,0.0138166299682704,1294.0,1032.35,123.3,5296,0.028,tegument protein pp150,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
453,6XZG_CP1,Orthomyxoviridae,Orthomyxoviridae-Baculoviridae,Orthomyxoviridae,142,0.0138166299682704,779.0,708.96,184.29,3075,0.016,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-),Gammainfluenzavirus
454,AKI14471.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,142,0.0138166299682704,751.0,739.67,29.11,3233,0.017,multifunctional expression regulator,Regulation-Control,Homo sapiens,dsDNA,Cytomegalovirus
455,ABF22025.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,142,0.0138166299682704,658.0,564.51,21.94,1932,0.01,ORF14,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
456,YP_009255322.1,Baculoviridae,Baculoviridae,Baculoviridae,142,0.0138166299682704,465.0,377.54,41.27,643,0.003,VLF-1,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
457,NP_064204.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,141,0.013719329757226242,737.0,675.02,49.2,2701,0.014,capsid portal protein,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
458,YP_009508762.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,141,0.013719329757226242,698.0,510.49,214.42,1781,0.009,E1,Other-Functions,Homo sapiens,dsDNA,Alphapapillomavirus
459,QUS52858.1,Sinhaliviridae,Sinhaliviridae-Tombusviridae,Sinhaliviridae,141,0.013719329757226242,677.0,318.67,212.49,755,0.004,RNA-dependent RNA polymerase,Replication-Transcription,Apis mellifera,ssRNA(+),Sinaivirus
460,SMZ64733.1,Poxviridae,Poxviridae,Poxviridae,141,0.013719329757226242,532.0,336.94,169.4,751,0.004,hypothetical protein,DNA-Binding,Homo sapiens,dsDNA,Orthopoxvirus
461,QDJ95070.1,Poxviridae,Poxviridae,Poxviridae,141,0.013719329757226242,445.0,428.84,41.18,982,0.005,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
462,AXQ65588.1,Anelloviridae,Anelloviridae,Anelloviridae,140,0.013622029546182086,698.0,635.19,91.94,2444,0.013,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Betatorquevirus
463,QEV82322.1,Hepeviridae,Hepeviridae,Hepeviridae,139,0.013524729335137929,1644.0,717.27,679.36,3314,0.017,polyprotein,Non-structural,Rattus norvegicus,ssRNA(+),Paslahepevirus
464,QHA79250.1,Adenoviridae,Adenoviridae,Adenoviridae,139,0.013524729335137929,572.0,504.64,73.7,1516,0.008,fiber protein,Structural-Envelope,Gallus gallus,dsDNA,Aviadenovirus
465,NP_044000.1,Poxviridae,Poxviridae,Poxviridae,139,0.013524729335137929,515.0,413.21,58.28,926,0.005,viral core cysteine proteinase,Structural-Envelope,Homo sapiens,dsDNA,Orthopoxvirus
466,YP_009227224.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,139,0.013524729335137929,395.0,347.52,110.48,588,0.003,envelope glycoprotein D,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
467,NP_112022.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,138,0.013427429124093771,709.0,513.93,179.61,1642,0.009,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Henipavirus
468,QED42846.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,138,0.013427429124093771,540.0,507.49,65.18,1569,0.008,inclusion body protein,Structural-Envelope,Brassica oleracea var. botrytis,dsDNA-RT,Caulimovirus
469,QIM55854.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,138,0.013427429124093771,465.0,361.87,127.75,756,0.004,putative movement protein,Transport,Prunus avium,ssRNA(+),Capillovirus
470,BAQ19498.1,Reoviridae,Reoviridae,Spinareoviridae,137,0.013330128913049613,642.0,620.02,74.93,2253,0.012,mu NS,Non-structural,Gallus gallus,dsRNA,Orthoreovirus
471,QPD01922.1,Baculoviridae,Baculoviridae,Baculoviridae,137,0.013330128913049613,587.0,483.06,73.39,1365,0.007,ecdysteroid UDP-glucosyltransferase,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
472,BBJ36015.1,Coronaviridae,Coronaviridae,Coronaviridae,137,0.013330128913049613,434.0,399.58,78.1,822,0.004,N protein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
473,AMZ00406.1,Arenaviridae,Arenaviridae,Arenaviridae,136,0.013232828702005456,2215.0,1707.14,807.94,9879,0.052,L protein,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus
474,AGE61316.1,Baculoviridae,Baculoviridae-Ascoviridae,Baculoviridae,265,0.025784555926701803,549.0,326.45,84.99,771,0.004,BRO-B,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
475,QJI52174.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,135,0.013135528490961296,2009.0,689.51,806.46,3295,0.017,polymerase polyprotein,Non-structural,Apis mellifera,ssRNA(+),Aparavirus
476,AKH03065.1,Reoviridae,Reoviridae,Spinareoviridae,135,0.013135528490961296,1289.0,1269.53,103.37,6643,0.035,lambda C,Other-Functions,Gallus gallus,dsRNA,Orthoreovirus
477,ADZ55759.1,Secoviridae,Secoviridae,Secoviridae,135,0.013135528490961296,1102.0,642.09,380.89,2599,0.014,polyprotein,Polyprotein,Vigna unguiculata,ssRNA(+),Comovirus
478,NP_612623.1,Virgaviridae,Virgaviridae,Virgaviridae,135,0.013135528490961296,931.0,542.12,298.02,2002,0.01,coat protein,Structural-Envelope,Solanum tuberosum,ssRNA(+),Pomovirus
479,YP_004821364.1,Poxviridae,Poxviridae,Poxviridae,135,0.013135528490961296,518.0,407.16,149.18,1002,0.005,kelch-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
480,QBJ02267.1,Reoviridae,Reoviridae,Sedoreoviridae,134,0.013038228279917139,1190.0,907.1,394.15,4222,0.022,VP1,Other-Functions,Sus scrofa,dsRNA,Rotavirus
481,CAA35386.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,134,0.013038228279917139,1062.0,938.54,24.99,4368,0.023,helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Cytomegalovirus
482,QGN68033.1,Poxviridae,Poxviridae,Poxviridae,134,0.013038228279917139,749.0,699.22,130.87,2752,0.014,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
483,6BEB_A,Poxviridae,Poxviridae,Poxviridae,134,0.013038228279917139,567.0,516.57,119.62,1673,0.009,CPXV131 protein,Structural-Envelope,Homo sapiens,dsDNA,Orthopoxvirus
484,BBG06509.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,134,0.013038228279917139,493.0,363.32,124.75,697,0.004,glycoprotein C,Glycoprotein,Sus scrofa,dsDNA,Varicellovirus
485,QEQ13291.1,Reoviridae,Reoviridae,Spinareoviridae,133,0.012940928068872981,1306.0,1245.41,219.82,6376,0.033,lambda A-core shell,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus
